ar,country_ar,en,country_en
 ملكال, جنوب السودان, Malakal,South Sudan
 ملكان, ايران, Malekan,Iran 
 ملكة, السنغال,Malika,Senegal
 مللاحة, السعودية, Mallahah,Saudi Arabia
 ملهم, السعودية,Malham,Saudi Arabia
 ملهم, السعودية,ملهم,Saudi Arabia
 ملوط, جنوب السودان, Melut,South Sudan
 ملولش, تونس, Melloulèche,Tunisia
 ملوي, مصر, Mallawi,Egypt
 مليانة, الجزائر, Miliana,Algeria
 مليجة, السعودية, Mulayjah,Saudi Arabia
 مليحة, الامارات العربية المتحدة, Milehah,United Arab Emirates
 مليط, السودان, Mellit,Sudan
 مليلة, المغرب, Mellila,Morocco
 مليلية, أسبانيا, Melilla,Spain
 مليلية, أسبانيا,Melilla,Spain
 ممفيس, الولايات المتحدة, Memphis,United States of America
 من ويكيبيديا، الموسوعة الحرة, ميكرونيزيا, Palikir,Micronesia (Federated States of)
 منا, نيجيريا, Minna,Nigeria
 مناجاة ابو وحش, مصر, Almunajah Abu Wahsh,Egypt
 مناخة, اليمن, Manakhah,Yemen
 منبج, سوريا, Manbij,Syrian Arab Republic
 منثاليس, كولومبيا, Manizales,Colombia
 منح, عمان, Manah,Oman
 مند, باكستان, Mand,Pakistan
 منداس, الجزائر, Mendes,Algeria
 مندرس, تركيا,Menderes,Turkey
 مندفرا, اريتريا, Mendefera,Eritrea
 مندلي, العراق, Mandali,Iraq
 مندي بهاؤدين, باكستان, Mandi Bahauddin,Pakistan
 منديشة, مصر, Mandisha,Egypt
 منزل بورقيبة, تونس, Manzil Bourguiba,Tunisia
 منزل تميم, تونس, Menzel Temime,Tunisia
 منزل جميل, تونس, Menzel Jemil,Tunisia
 منزيني, سوازيلاند,Manzini,Eswatini
 منشية الكعيبر, الأردن, Manshiet Al-Kueber,Jordan
 منصورة, الجزائر, Mansourah,Algeria
 منطقة أستورياس, أسبانيا, Principality of Asturias,Spain
 منطقة البحر الأحمر الجنوب, اريتريا, Southern Red Sea Region,Eritrea
 منطقة البحر الأحمر الشمال, اريتريا, Northern Red Sea Region,Eritrea
 منطقة التبت ذاتية الحكم, الصين, Tibet Autonomous Region,China
 منطقة الجوف, السعودية, Al Jawf,Saudi Arabia
 منطقة الحدود الشمالية, السعودية, Al Hudud ash Shamaliyah,Saudi Arabia
 منطقة الرياض, السعودية, Ar Riyad,Saudi Arabia
 منطقة السفانا, غانا, Savannah Region,Ghana
 منطقة الضليل, الأردن, Dhlail,Jordan
 منطقة القاش وبركا, اريتريا, Gash-Barka Region,Eritrea
 منطقة القصيم, السعودية, Al-Qassim Region,Saudi Arabia
 منطقة المدينة المنورة, السعودية, Al Madinah al Munawwarah,Saudi Arabia
 منطقة تبوك, السعودية, Tabuk,Saudi Arabia
 منطقة تيانخه, الصين, Tianhe District,China
 منطقة جازان, السعودية, Jazan,Saudi Arabia
 منطقة حائل, السعودية, Ha'il,Saudi Arabia
 منطقة عسير, السعودية, `Asir,Saudi Arabia
 منطقة عنسبا, اريتريا, Anseba Region,Eritrea
 منطقة قاراماي, الصين, Karamay,China
 منطقة مكة المكرمة, السعودية, Makkah al Mukarramah,Saudi Arabia
 منطقة نجران, السعودية, Najran,Saudi Arabia
 منغلور, الهند, Mangalore,India
 منغوليا, منغوليا, Mongolia,Mongolia
 منواشي, السودان, Menawashei,Sudan
 منوبة, تونس, Manouba,Tunisia
 منوف, مصر, Manuf,Egypt
 منيا القمح, مصر, Minya Al-Qamh,Egypt
 منيشير, الأردن, Munayshīr,Jordan
 مٍهْ خُوِذُو تُوذُو ذِجِشِیًا, الصين, Minhe,China
 مهتارلام, أفغانستان, Mihtarlam,Afghanistan
 مهد الذهب, السعودية, Mahd adh Dhahab,Saudi Arabia
 مهدية, الجزائر, Mahdia,Algeria
 مهربور, بنجلاديش, Meherpur,Bangladesh
 موار, ماليزيا,Muar,Malaysia
 موبارا، تشيبا, اليابان, Mobara,Japan
 موبتي, مالي, Mopti,Mali
 موبي, نيجيريا, Mubi,Nigeria
 موبيدوغو, موريتانيا, Modibougou,Mauritania
 موتاري, زيمبابوي,Mutare,Zimbabwe
 موترو, رومانيا, Motru,Romania
 موتريل, أسبانيا,Motril,Spain
 موتسامودو, جزر القمر, Mutsamudu,Comoros
 موتسو، آوموري, اليابان, Mutsu,Japan
 موتومايا، فوكوشيما, اليابان, Motomiya,Japan
 مودانجيانغ, الصين, Mudanjiang,China
 مودجيريا, موريتانيا, Moudjeria,Mauritania
 مودية, اليمن, Mudiyah,Yemen
 موديعين عيليت, فلسطين, Modi'in Illit, Palestinian
 مورا, الكاميرون,Mora,Cameroon
 مورا, البرتغال,Moura,Portugal
 موراكامي، نييغاتا, اليابان, Murakami,Japan
 موراو, البرتغال,Mourão,Portugal
 موراياما، ياماغاتا, اليابان, Murayama,Japan
 موربي, الهند,Morbi,India
 مورسي, الهند,Morshi,India
 مورفو, قبرص, Guzelyurt,Cyprus
 مورفو, قبرص, Morfou,Cyprus
 مورك, سوريا, Murak,Syrian Arab Republic
 موروان، هوكايدو, اليابان, Muroran,Japan
 موروتو، كوتشي, اليابان, Muroto,Japan
 موروغورو, تانزانيا, Morogoro,United Republic of Tanzania
 موروني, جزر القمر, Moroni,Comoros
 موريا، إيباراكي, اليابان, Moriya,Japan
 مورياما، شيغا, اليابان, Moriyama,Japan
 موريتانيا, موريتانيا, Mauritania,Mauritania
 موريشيوس, موريشيوس, Mauritius,Mauritius
 موريغوتشي، أوساكا, اليابان, Moriguchi,Japan
 موريليا, المكسيك, Morelia,Mexico
 موريوكا، إيواته, اليابان, Morioka,Japan
 موزاية, الجزائر, Mouzaia,Algeria
 موزدوك, روسيا, Mozdok,Russian Federation
 موزع, اليمن, Mawza`,Yemen
 موزمبيق, موزمبيق, Mozambique,Mozambique
 موسبورغ, ألمانيا,Moosburg an der Isar,Germany
 موستا, مالطا, Mosta,Malta
 موستولس, أسبانيا, Móstoles,Spain
 موسكو, روسيا, Moscow,Russian Federation
 موسورو, تشاد, Moussoro,Chad
 موش, تركيا,Muş,Turkey
 موط, مصر, Mut,Egypt
 موغلا, تركيا,Muğla,Turkey
 موغولو, اريتريا, Mogolo,Eritrea
 موغير, أسبانيا,Moguer,Spain
 موغيلوف, روسيا البيضاء, Mahilioŭ,Belarus
 موكا، توتشيغي, اليابان, Mooka,Japan
 موكلان, الجزائر, Maoklane,Algeria
 موكو، كيوتو, اليابان, Muko,Japan
 مولاي إبراهيم, المغرب, Moulay Brahim,Morocco
 مولاي إدريس, المغرب, Moulay Idriss Zerhoun,Morocco
 مولتاي, ليتوانيا,Molėtai,Lithuania
 مولدوفا, مولدافيا, Moldova,Moldova 
 مولشيم, فرنسا,Molsheim,France
 مولن, فرنسا,Melun,France
 مولهايم على الرور, ألمانيا,Mülheim an der Ruhr,Germany
 مومباسا, كينيا, Mombasa,Kenya
 مومباي, الهند, Mumbai,India
 موناكاتا، فوكوكا, اليابان, Munakata,Japan
 موناكو, موناكو, Monaco,Monaco
 مونبيتسو، هوكايدو, اليابان, Monbetsu,Japan
 مونبيلييه, فرنسا,Montpellier,France
 مونتبليار, فرنسا,Montbéliard,France
 مونتريال, كندا, Montreal,Canada
 مونتسرات, مونتسرات, Montserrat,Montserrat
 مونتغومري, الولايات المتحدة, Montgomery,United States of America
 مونتن فيو, الولايات المتحدة, Mountain View,United States of America
 مونتيري, المكسيك,Monterrey,Mexico
 مونتيفيديو, أورجواي, Montevideo,Uruguay
 مونثون, أسبانيا,Monzón,Spain
 موندركينغن, ألمانيا,Munderkingen,Germany
 موندو, تشاد, Moundou,Chad
 موندو, تشاد,Mondo موندو,Chad
 مونروفيا, ليبيريا, Monrovia,Liberia
 مونس, بلجيكا,Mons,Belgium
 مونستر, ألمانيا,Münster,Germany
 مونشنغلدبخ, ألمانيا,Mönchengladbach,Germany
 مونشيجاني, بنجلاديش, Munshiganj,Bangladesh
 مونشيك, البرتغال,Monchique,Portugal
 مونغومو, غينيا الاستوائية,Mongomo,Equatorial Guinea
 مونقو, تشاد, Mongo,Chad
 مونكل, موريتانيا, Monguel Toulde,Mauritania
 مونو, بنين, Mono,Benin
 موواتوبوجا, الهند, Muvattupuzha,India
 موواد, الهند,Mowad,India
 مويسالا, تشاد, Moissala,Chad
 ميا فارقين, تركيا,Silvan,Turkey
 ميازو، كيوتو, اليابان, Miyazu,Japan
 مياكوجيما، أوكيناوا, اليابان, Miyakojima,Japan
 مياكونوجو، ميازاكي, اليابان, Miyakonojo,Japan
 مياما، فوكوكا, اليابان, Miyama,Japan
 ميامي, الولايات المتحدة, Miami,United States of America
 ميامي بيتش, الولايات المتحدة, Miami Beach,United States of America
 ميان تشانو, باكستان, Mian Channu,Pakistan
 ميانمار, ميانمار, Myanmar,Myanmar
 مياواكا، فوكوكا, اليابان, Miyawaka,Japan
 ميبد, ايران, Meybod,Iran 
 ميت الخولي عبد الله, مصر, Mit al Khawli Abd Allah,Egypt
 ميت غمر, مصر, Mit Ghamr,Egypt
 ميتاكا، طوكيو, اليابان, Mitaka,Japan
 ميتروفيتسا,كوسوفو, Mitrovica,Kosovo
 ميتسوكا، نييغاتا, اليابان, Mitsuke,Japan
 ميتن, عمان,ميتن,Oman
 ميتو، إيباراكي, اليابان, Mito,Japan
 ميتويو، كاغاوا, اليابان, Mitoyo,Japan
 ميخايلوف (ريازان أوبلاست), روسيا, Mikhaylov,Russian Federation
 ميدان شهر, أفغانستان, Maidan Shar,Afghanistan
 ميدستون, المملكة المتحدة,Maidstone,UK
 ميدلت, المغرب, Midelt,Morocco
 ميدلزبرة, المملكة المتحدة, Middlesbrough,UK
 ميدون, تونس, Midoun,Tunisia
 ميدي, اليمن, Midi,Yemen
 ميديلبورخ, هولندا, Middelburg,Netherlands
 ميديلين, كولومبيا, Medellín,Colombia
 مير بور, باكستان, Mirpur,Pakistan
 ميران شاه, باكستان, Miramshah,Pakistan
 ميربور خاص, باكستان, Mirpur Khas,Pakistan
 ميربور ساكرو, باكستان, Mīrpur Sakro,Pakistan
 ميرت, الهند, Meerut,India
 ميرزابور, الهند,Mirzapur,India
 ميرلفت, المغرب, Mirleft,Morocco
 ميريامبولي, ليتوانيا,Marijampolė,Lithuania
 ميرينكوني, جزر القمر, Miringoni,Comoros
 ميزباخ, ألمانيا,Miesbach,Germany
 ميس الجبل, لبنان, Meiss Ej Jabal,Lebanon
 ميساتو, اليابان, Misato,Japan
 ميسان, العراق, Maysan,Iraq
 ميسان, السعودية, Missan,Saudi Arabia
 ميساوا، آوموري, اليابان, Misawa,Japan
 ميسور, المغرب, Missour,Morocco
 ميسور, الهند, Mysuru,India
 ميشكولتس, المجر,Miskolc,Hungary
 ميشيما، شيزوكا, اليابان, Mishima,Japan
 ميضار, المغرب, Midar,Morocco
 ميغورو، طوكيو, اليابان, Meguro,Japan
 ميكاسا، هوكايدو, اليابان, Mikasa,Japan
 ميكولايف, أوكرانيا, Mykolaiv,Ukraine
 ميكي، هيوغو, اليابان, Miki,Japan
 ميكيلي, اثيوبيا, Mek'elē,Ethiopia
 ميلانو, ايطاليا, Milan,Italy
 ميلة, الجزائر, Mila,Algeria
 ميلسي, باكستان, Mailsi,Pakistan
 ميلواكي, الولايات المتحدة, Milwaukee,United States of America
 ميلوز, فرنسا,Mulhouse,France
 ميما، توكوشيما, اليابان, Mima,Japan
 ميمينسينغ, بنجلاديش, Mymensingh,Bangladesh
 مينا, لبنان, Mina,Lebanon
 ميناتو، طوكيو, اليابان, Minato,Japan
 ميناكا, مالي,Ménaka,Mali
 ميناماتا، كوماموتو, اليابان, Minamata,Japan
 مينامايكيوشو، كاغوشيما, اليابان, Minamikyushu,Japan
 مينامبيوسو، تشيبا, اليابان, Minamiboso,Japan
 مينامي-أربوسو، ياماناشي, اليابان, Minami-Alps,Japan
 مينامياواجي، هيوغو, اليابان, Minamiawaji,Japan
 ميناميزو, اليابان, Minamiizu,Japan
 ميناميساتسوما، كاغوشيما, اليابان, Minamisatsuma,Japan
 ميناميسوما، فوكوشيما, اليابان, Minamisoma,Japan
 ميناميشيمبارا، ناغاساكي, اليابان, Minami-Shimabara,Japan
 ميندارغي, الهند,Maindargi,India
 ميندلهايم, ألمانيا,Mindelheim,Germany
 ميندلو, الرأس الأخضر,Mindelo,Cabo Verde
 مينسك, روسيا البيضاء, Minsk,Belarus
 مينغاشوير, أذربيجان, Mingachevir,Azerbaijan
 مينوه، أوساكا, اليابان, Minoh,Japan
 مينيابوليس, الولايات المتحدة, Minneapolis,United States of America
 ميورقة, أسبانيا,Palma,Spain
 ميوشي, اليابان, Miyoshi,Japan
 ميوكو، نييغاتا, اليابان, Myoko,Japan
 ميوم, جنوب السودان, Mayom,South Sudan
 ميونخ, ألمانيا, Munich,Germany
 میدان, العراق, Maydan,Iraq
 میرکسور, العراق, Mergesor,Iraq
 میوشي، هیروشیما, اليابان, Miyoshi,Japan
 نابريجناي تشلني, روسيا, Naberezhnye Chelny,Russian Federation
 نابل, تونس, Nabeul,Tunisia
 نابلس, فلسطين, Nablus, Palestinian
 نابولي, ايطاليا, Naples,Italy
 نابوليون, الولايات المتحدة,Napoleon,United States of America
 ناتال, البرازيل, Natal,Brazil
 ناتوري، مياغي, اليابان, Natori,Japan
 ناتيتنغو, بنين,Natitingou,Benin
 ناجاباتينام, الهند, Nagapattinam,India
 ناحية الثغر, العراق, Thughir,Iraq
 ناحية السلام, العراق, Al Salam,Iraq
 ناحية الشافعية, العراق, Ash Shafiyah,Iraq
 ناحية الفضلية, العراق, Al Fudaliyah,Iraq
 ناحية القيارة, العراق, Gayara,Iraq
 ناحية المنصورة, سوريا, Mansoura,Syrian Arab Republic
 ناحية حمام العليل, العراق, Hamam al Alil,Iraq
 ناحية سومر, العراق, Sumer Town,Iraq
 ناخوني, أفغانستان, Nakhonay,Afghanistan
 ناد علي, أفغانستان, Nad Ali,Afghanistan
 نادي, فيجي, Nadi,Fiji
 نارا, مالي,Nara,Mali
 ناراشينو، تشيبا, اليابان, Narashino,Japan
 نارو-فومينسك, روسيا, Naro-Fominsk,Russian Federation
 ناروتو، توكوشيما, اليابان, Naruto,Japan
 ناروس, جنوب السودان, Narus,South Sudan
 نازران, روسيا, Nazran,Russian Federation
 نازيللي, تركيا, Nazilli,Turkey
 ناساو, الباهاما, Nassau,Bahamas
 ناسوشيوبارا، توتشيغي, اليابان, Nasushiobara,Japan
 ناسوكاراسوياما، توتشيغي, اليابان, Nasukarasuyama,Japan
 ناشفيل, الولايات المتحدة, Nashville,United States of America
 ناشك, الهند, Nashik,India
 ناصر آباد, الهند,Nasirabad,India
 ناصرية, الجزائر, Naciria,Algeria
 ناظم آباد, باكستان, Nazimabad,Pakistan
 ناغاره ياما، تشيبا, اليابان, Nagareyama,Japan
 ناغاساكي، ناغاساكي, اليابان, Nagasaki,Japan
 ناغاكوتي, اليابان, Nagakute,Japan
